id,title,image
32402,NIFT Panchkula,
32099,Maharaja Jitendra Narayan Medical College and Hospital Cooch Behar,
32404,Sitabai Nargundkar College of Nursing for Women Nagpur,
32406,Oasis College of Science and Management Pune,
26776,C.S.I. Jayaraj Annapackiam College of Nursing Pasumalai Madurai,
27283,IMT Hyderabad,
31439,Government Polytechnic College Adoor,
32084,AIIMS Kalyani,
27313,Dharma Vidyaalaya Namakkal,
32407,Guru Nanak Institute of Hotel Management Nagpur,
32422,Cadence Academy Kalyani Nagar Pune,
13238,Christ The King Polytechnic College Coimbatore,
32408,German Institute of Hotel Management Jodhpur,
31371,Sri Jyothi Polytechnic Vuyyur,
29233,Pacific Medical University Udaipur,
32409,Gourav Institute of Management Science Midnapore,
32410,NIDT School of Creativity and Design Nagpur,
21282,Ponjesly College of Engineering Nagercoil,
27477,Nova college of educational Coimbatore,
28618,Dr. Sarvepalli Radhakrishnan College of Business Management Nagpur,
32413,K. V. Virani Institute of Pharmacy & Research Centre Savarkundla,
32083,VNS College Of Nursing Bhopal,
28390,National Academy of Event Management and Development Ahmedabad,
30127,BBDIT College of Pharmacy Ghaziabad,
27170,Thejus College of Architecture Vellarakkad,
32090,"Government Medical College, Pudukkottai",
13241,Bellamkonda Polytechnic college Podili,
32415,TMG College of Arts & Science Chennai,
30426,Kalimpong College,
27898,Shri Chinai College of Commerce & Economics Mumbai,
32416,SP College Sirohi,
32417,TMG Hotel Management & Catering Technology Chennai,
32418,Singhania Law College Udaipur,
34261,SAME,
27822,Vijaynagar College of Nursing Bangalore,
27835,Amity University Ranchi,
32420,Inter National Institute Of Fashion Design Udaipur,
28485,KES Law College Mumbai,
32421,Cadence Academy Hadapsar Pune,
27312,Annai Veilankanni's College of Education Chennai,
32424,Chennai Animation College,
28499,Karamveer Bhauro Patil College Navi Mumbai,
28509,Talla Padmavathi College of Pharmacy Warangal,
29285,Nigam Institute of Engineering and Technology Bhubaneswar,
30940,MHU,
32425,Kamla Poddar Institutes Jaipur,
28718,SSM Institute of Engineering and Technology Dindigul,
29643,Lorven International Institute of Management Studies Bangalore,
28256,Bhavan's Royal Institute of Management Kochi,
32426,Sau. K.S.K. (Kaku) College of Food Technology Beed,
28738,Stella Mary's College of Engineering Kanyakumari,
32430,SVS Group Of Institutions Meerut,
32650,Lal Bahadur Shastri Institute Of Management And Technology Bareilly,
33187,Krishna Institute Of Higher Education Madhepura,
15854,Ch S D St Theresa's Atonomous College for Women Eluru,
32433,VCD College of Designing Udaipur,
27971,Adarsha Shikshana Samiti College of Commerce Gadag,
32435,Institute of Paramedical Science and Management New Delhi,
27962,Poornaprajna Institute of Management Udupi,
28556,"University College of Engineering, Kakatiya University Warangal",
32437,Symbiosis Centre for Online Learning Pune,
31500,Government Industrial Training Institute Chandanathope Kollam,
13270,Balasaheb Mhatre Polytechnic Thane,
32440,Priyadarshini Institute of Pharmaceutical Education and Research Guntur,
30622,Xcellon School of Business Ahmedabad,
32441,Manhar Academy of Hotel Management Udaipur,
32453,International College of Nursing Tarn Taran,
32445,"Institute of Architecture & Planning, Nirma University Ahmedabad",
30493,SKDU,
30556,Maestro School of Planning & Architecture Vijayawada,
32446,Alluri Institute Of Management Sciences Warangal,
28836,Jai Parkash Mukand Lal Innovative Engineering & Technology Institute Yamuna Nagar,
29337,Adhunik College of Engineering Ghaziabad,
32449,Saheed Kartar Singh Sarabha Dental College and Hospital Ludhiana,
26084,The Selvam Women Excellence Engineering Technology Tirunelveli,
32450,Shree Lakshmi Narayan Ayurvedic College & Hospital Amritsar,
34359,Shrimati Binzani Mahila Mahavidyalaya Nagpur,
28777,Government Dental College Raipur,
32451,Vignan Institute of Pharmaceutical technology Visakhapatnam,
33306,IIM Indore Navi Mumbai,
32452,Lilly Swords Methodist College of Education Batala,
32461,Times and Trends Academy Aurangabad,
32463,Poddar Business School Jaipur,
32462,Dhemaji Girl's College,
13279,Vidyavardhini’s Bhausaheb Vartak Polytechnic Palghar,
22103,Sanpada College of Commerce and Technology Navi Mumbai,
13282,Mahamaya Polytechnic of Information Technology Shravasti,
32464,PES’s Ravi S Naik College of Arts & Science Ponda,
32459,SatKaival College of Pharmacy Anand,
32471,"University College Of Social Sciences & Humanities, MLSU Udaipur",
29658,T John College Bangalore,
32473,Omega Degree & PG College Hyderabad,
32474,Marathwada Mitra Mandal's Institute of Environment & Design's College of Architecture Pune,
31239,Government Polytechnic Dhanbad,
28041,Digvijai Nath Post Graduate College Gorakhpur,
25843,Divya Jyoti College of Engineering and Technology Ghaziabad,
32475,St. John’s College Tirunelveli,
34380,Vanshika Group of Institutions Bangalore,
32478,RBS Group of Institution Mathura,
32484,R.G. Sapkal Institute Of Pharmacy Nashik,
28045,Multanimal Modi College Modinagar,
32480,"Institute of Science, Nirma University Ahmedabad",
32063,Sri Dasari Narayana Rao Govt Degree College for Women Palakol,
31185,Garodia International College Mumbai,
28918,"Arham Veeraytan Institute of Engineering, Technology & Research Kutch Mandvi",
32482,DS Paramedical & Nursing College Mathura,
28913,Shivam Institute of Management Valasan,
34611,Amrita Vishwa Vidyapeetham Chennai,
32111,"School of Communications, XIM University Bhubaneswar",
28251,Glocal University Saharanpur,
13308,Global Institute of Intellectual Property New Delhi,
28033,CSIBER Kolhapur,
28850,UEI Global Lucknow,
32483,Dr. Tandon Nursing College Agra,
30118,"College of Dairy Science & Technology, KVASU Thiruvananthapuram",
13310,PDVVP Institute of Technology and Engineering (Polytechnic) Ahmednagar,
32486,The Vivekananda College of Computer Science Rangareddy,
30205,Aims College Of Hotel Management & Catering Technology Hyderabad,
28048,Fakir Chand College South 24 Parganas,
32487,SR Engineering College Warangal,
33384,Indira Medical College and Hospitals Thiruvallur,
32489,Pirens Institute Of Business Management And Administration Ahmednagar,
29642,Adept Institute of Management Studies and Research Dharwad,
32491,OBS Degree College Hyderabad,
30142,Pannache International School of Design Mumbai,
32490,Aditya Polytechnic College Beed,
28855,Thakur Shivkumarsingh Memorial Engineering College Burhanpur,
30247,"Manav Rachna University, Faculty of Management and Commerce Faridabad",
32492,P. R. Pote Patil College of Pharmacy Amravati,
28066,"SGT Medical College, Hospital & Research Institute Gurgaon",
30536,Khyati School of Business Administration Ahmedabad,
28961,Browns College of Pharmacy Khammam,
32493,VMV Commerce JMT Arts & JJP Science College Nagpur,
13323,Loknete Gopalrao Gulve Polytechnic Nashik,
32495,Karmaveer Bhaurao Patil Institute of Management Studies and Research Satara,
32496,Jan Nayak Ch. Devi Lal Dental College Sirsa,
28972,MNR College of Pharmacy Sangareddy,
32500,Laureate Institute of Pharmacy Kangra,
32505,Central India School of Fine Arts Nagpur,
13324,Shri Siddhivinayak Polytechnic Ahmednagar,
33220,International Divine School Of Nursing Mohali,
13325,Netaji Polytechnic College Dhule,
32507,SM Achievers Institute of Aviation and Hotel Management Guntur,
32509,Joy University Tirunelveli,
29715,Govt. Mata Shabari Naveen Girls’ College Bilaspur,
32535,Seshadripuram Degree College Mysore,
32510,Haldia Institute of Health Sciences,
28127,Akal College of Engineering and Technology Sirmaur,
29825,"Thakur Institute of Management Studies, Career Development & Research Mumbai",
32116,Aurora's Legal Sciences Academy Hyderabad,
32513,Indian School of Business Management and Administration Pune,
32514,Karmaveer Bhausaheb Hiray Dental College and Hospital Nashik,
29671,NTVS's Law College Nandurbar,
15968,Deen Dayal Upadhaya Girls Govt PG College Lucknow,
26018,Nellai College of Engineering Tirunelveli,
32515,St. Teresa Arts and Science College for Women Kanyakumari,
32518,NIFD Global Kolhapur,
29043,Matoshri Pratishthan Group of Institutions Nanded,
32520,Aditya Pharmaceutical College Beed,
32524,Bharat Group of Institutions Kurukshetra,
29673,"BCT College Of Law, New Panvel Navi Mumbai",
30601,Nalanda College of Engineering Chandi,
28178,"Sharda University, School of Law Greater Noida",
32307,PML SD Business School Chandigarh,
29072,Ram Devi Jindal Group of Institutions Mohali,
30806,SDGI,
32528,Divate's Academy of Design Kolhapur,
32534,Banswara Institute of Higher Studies,
32529,Aditya College of Agricultural Biotechnology Beed,
30615,GKCIET,
34074,Akansha Institute of Nursing New Delhi,
32530,Cadence Academy Hyderabad,
30616,Image Engineering & Technical Institute Matar,
32533,URX Institute of Fashion Technology Hyderabad,
30893,Bharati Vidyapeeth Institute of Technology Navi Mumbai,
33248,SBS College of Pharmacy Barnala,
32536,G.K.M. Institute of Marine Sciences and Technology Chennai,
30343,Bengaluru North University Kolar,
32540,Explorra School of Design and Technology Surat,
29172,Seth G.L. Bihani S.D. PG College Sriganganagar,
32545,Symbiosis Centre for Management Studies Hyderabad,
30630,"Gokul Law And Integrated Law College, Gokul Global University Sidhpur",
32547,SHK Aviation College Sriperumbudur,
32550,Impact Institute of Hotel Management Agra,
28224,"SRM, Institute of Technology Lucknow",
30975,Livewires The Media Institute Hyderabad,
30010,KITE School of Business Management Meerut,
31436,Government Polytechnic Sambalpur,
32552,Bhagwan Mahaveer Institute of Medical Sciences Panchkula,
29698,Shanti Institute of Technology Meerut,
30012,Woxsen School of Arts and Design Hyderabad,
31998,Mysore School of Design,
28863,WBUTTEPA,
31495,Government Polytechnic Durg,
32553,Shri Ram College of Education Gurgaon,
30653,Laxmi Institute of Architecture Valsad,
31453,Malda Polytechnic,
31071,Government Polytechnic Kataram Karimnagar,
32554,KSOU IBMR Learner Support Centre Hubli,
32560,Institute Of Fire And Safety Engineering Haldia,
32555,S.E.H Medical College Motihari,
30659,Mangaldai Commerce College Darrang,
25805,Sri Vellappally Natesan College of Engineering Mavelikara,
32557,Vesstiro Institute Pune,
28281,Immanuel Business School Nalgonda,
32561,Bradford International Business School Patna,
32562,S.B.B. College of Physiotherapy Ahmedabad,
30667,Bhagwan Mahavir Polytechnic Surat,
32563,Aditya College of Agriculture Beed,
31011,Government General Degree College Jhargram,
29668,ISB&M,
32565,Prerna Institute of Pharmacy Parbhani,
32567,City Pride College Nagpur,
32086,"Government Dental College, Alappuzha",
32568,Central India College of Business Management & Studies Nagpur,
32569,Sri Vani Group Of Institutions Vijayawada,
29535,Gourishankar Institute of Management Sciences Limb,
32572,Jagannath Viswa College Dehradun,
32580,Balaji Institute of IT and Management Kadapa,
29000,Priyadarshini Institute of Architecture and Design Studies Nagpur,
33316,Government Medical College Pathanamthitta,
22163,Sree Narayana Guru College of Commerce Mumbai,
28994,Raja Balwant Singh Management Technical Campus Agra,
32222,Prism Media Bhubaneswar,
30693,Modern Group of Institutions Jhansi,
32229,PKG Group of Institutions Panipat,
29786,Spectrum College of Technology Salem,
32570,Atlanta College Nagpur,
32576,Biyani Girls College Jaipur,
28301,"RIMT University, School of Legal Studies Gobindgarh",
28328,"RIMT University, School of Engineering Gobindgarh",
32577,MJ College Bhilai,
29554,Dr. D. Y. Patil College of Engineering and Innovation Varale Pune,
30180,Tahira Institute of Medical Sciences Gorakhpur,
31635,Saint Kabir Polytechnic College Fazilka,
30752,International Institute of Import & Export Management Ahmedabad,
32579,Mahakaushal University Jabalpur,
32581,MJ College of Nursing Bhilai,
29570,RDTC,
29058,Modern Academy Bhiwandi,
32245,Regional Institute of Ophthalmology Sitapur,
32583,Dr. K. V. Subba Reddy School Of Business Management Kurnool,
32584,DAV SMK Fomra College Chennai,
32589,Gate Institute of Technology and Science Suryapet,
30758,Government Engineering College Siwan,
32081,MITS Institute of Professional Studies Rayagada,
28080,Alwar Pharmacy College,
32586,Aditya College of Science Beed,
32587,Dr. D.Y. Patil Educational Federation Pune,
27565,Applied Research International New Delhi,
31275,KC Group of Institutions Una,
29019,Government Degree College Koratla,
32590,Bhavan's College Of Arts and Commerce Kochi,
28385,Pillai Institute of Management Studies & Research Navi Mumbai,
32592,Sree Sastha Arts and Science College Chennai,
32593,Biyani Group of Colleges Jaipur,
28407,Vishwakarma Global Business School Pune,
31577,Dhemaji Polytechnic,
32597,TDTR DAV Institute of Physiotherapy & Rehabilitation Yamuna Nagar,
28346,Ideal Group of Institutions Ghaziabad,
32598,International School of Design Kandivali,
32603,Ganga Global Institute of Management Studies Begusarai,
32601,Aditya Nursing College Beed,
32613,Guru Gobind Singh Khalsa College for Women Tarn Taran,
29592,Raj Narain college Hajipur,
32606,International Institute of Design Studies Amravati,
32093,Government Medical College Baramati,
28442,Geeta University Panipat,
32607,Cadence Academy Amravati,
29088,Royal Institutions Bangalore,
30749,BP Mandal College of Engineering Madhepura,
29596,Shrimant Jayshreemaladevi NaikNimbalkar Institute of Management Studies Satara,
32611,Cheran Group of Institutions Coimbatore,
32132,Sahrdaya Institute of Management Studies Thrissur,
32614,GLIM Gurgaon,
13399,JUT,
32618,Rofel Shri G.M Bilakhia College of Pharmacy Vapi,
30755,Government Engineering College Jehanabad,
13405,Sri Venkateswara Polytechnic College Tiruvannamalai,
26054,Vidya Vikas Pratishthan Institute of Engineering and Technology Solapur,
32619,Smt.Devkiba Mohansinhji Chauhan College of Commerce and Science Silvassa,
31296,Government CPC Polytechnic College Mysore,
32621,INCEET Hotel Management and Catering Institute Kolhapur,
30350,"School of Journalism and Mass Communication, Apeejay Stya University Gurgaon",
32622,R K Desai Collage Vapi,
32623,Sri Lakshmi College of Physiotherapy Coimbatore,
32631,Amolakchand Mahavidyalaya Yavatmal,
34327,"Job Skills Institute, Giridih",
32625,GS UNIVERSITY,
34331,GB Shah College for Technology and Management,
32384,Martlet Hospitality Moradabad,
13417,Nibha Institute of Pharmaceutical Sciences Nalanda,
32627,KG College of Physiotherapy Coimbatore,
28433,"Galgotias University, School of Biosciences and Technology Greater Noida",
28516,K.S School of Business Management Ahmedabad,
28524,Indore Indira Business School,
31688,Devnagari Polytechnic Meerut,
32634,Martin Homoeopathy Medical College & Hospital Coimbatore,
32635,Institute of Sports Management Mumbai,
31473,R.C. Patel Polytechnic Shirpur,
33434,Sri Sri Nrusinghnath Ayurved College and Research Institute Bargarh,
30789,Dr. D.Y. Patil Pratishthan's College of Engineering Kolhapur,
13420,Shri Sitheeswarar Polytechnic College Vellore,
31521,Rajiv Gandhi Government Polytechnic Itanagar,
33440,Government Ayurvedic College & Hospital Bolangir,
28470,Vivekananda Mission Mahavidyalaya Medinipur,
13427,Rane Polytechnic Technical Campus Tiruchirappalli,
34373,Shri Niketan Arts Commerce College,
32637,Indian Institute Of Ayurved Research & Hospital Rajkot,
29264,Creative Educational Society’s College of Pharmacy Kurnool,
30666,MGM's Polytechnic Aurangabad,
32097,Maharaja Suheldev Autonomous State Medical College Bahraich,
13430,Merit Polytechnic Tirunelveli,
32638,Dr. D. Y. Patil School of Design Pune,
30591,Kalol Institute of Technology,
32640,Dr. Rajendra Gode Institute of Pharmacy Amravati,
32644,Shree Ram Ayurvedic Medical College & Hospital Meerut,
29814,Shri Bhagwan College of Pharmacy Aurangabad,
16110,G.T.N. Arts College Dindigul,
32641,Mahatma Jyotiba Fule Mahavidyalaya Amravati,
29295,Sarada College of Pharmaceutical Sciences Guntur,
32642,Radiant Institute of Engineering & Management Jabalpur,
30590,Ananya College of Physiotherapy Kalol,
32646,Sparsh Global Business School Greater Noida,
28566,Usha Pravin Gandhi College of Management Mumbai,
32648,Guru Nanak Group of Colleges Bijnor,
32654,"Institute of Design, Planning & Technology Surat",
28574,Lydia College of Pharmacy West Godavari,
33478,Major SD Singh University Farrukhabad,
32501,KSRM COLLEGE OF MANAGEMENT STUDIES Kadapa,
32656,Audio Life Institute of Sound Engineering Bangalore,
32101,Government Medical College Nalgonda,
32657,Puran Murti College of Pharmacy Sonepat,
32658,Sudha Sureshbhai Maniar College of Computer and Management Nagpur,
30430,Modern Group Of Colleges Hoshiarpur,
32659,Guru Shree Shantivijai Jain Arts & Science College Chengalpattu,
28595,LJNJ Mahila Mahavidyalay Mumbai,
32660,Nath School of Business and Technology Aurangabad,
28602,Neelam Group Of Institutions Agra,
13445,Sri Balamurgan Polytechnic Palani,
32664,Decent International Institute of Hotel Management Kolkata,
28601,SIES Nerul,
29835,IAR Gandhinagar,
32665,Jain College Hubli,
28623,"Sahyog College, Thane",
29404,Shri Guru Gobind Singh Law College Indore,
32512,Aditya Pharmacy College Beed,
13449,Bharath Polytechnic College Namakkal,
32667,Sushila Institute of Medical Sciences Dehradun,
30439,Hindustan Aviation Academy Bangalore,
30619,IIIT Agartala,
22270,J and J College of Science Nadiad,
32668,Amandeep College of Nursing Amritsar,
27010,"Solamalai College of Engineering, Veerapanjan Madurai",
32669,Swasthya Kalyan Institute of Naturopathy and Yogic Sciences Jaipur,
28632,CIMDR Sangli,
29412,BM Group of Colleges Indore,
30688,Government Polytechnic Bareilly,
33506,AIMER BUSINESS SCHOOL Kozhikode,
29809,Smt. K.L. Tiwari College of Architecture Palghar,
32671,Swasthya Kalyan Paramedical Technology Jaipur,
33128,Max Institute of Medical Education New Delhi,
32548,Ahirkar Institute of Management Studies Nagpur,
32672,Swasthya Kalyan Institute Of Medical Technology and Nursing Education Jaipur,
32574,International Institute of Digital Technologies Tirupati,
28688,St. Lawrence College of Higher Education New Delhi,
30291,Amritsar Pharmacy College,
34541,HLC,
32673,Dhruva Degree College Hyderabad,
29102,Sri Venkateshwara Educational Institution Bangalore,
30876,KK Modi University Bhilai,
32674,SIT Nagpur,
32126,Dev Sanskriti College of Education & Technology Durg,
32677,Rampratap Group of institutions Gaya,
32678,T.S.Mishra University Lucknow,
34545,SOIL School of Business Design,
28664,S.S.P.M. College Of Engineering Mumbai,
30879,Indian IHM,
32679,JSS AHER Centre For Online Education Mysore,
32683,MSSU Navi Mumbai,
32684,ITS College of Health & Wellness Sciences Greater Noida,
29848,ShaikhUlHind Maulana Mahmood Hasan Medical College Saharanpur,
32685,Symbiosis School for Online and Digital Learning Pune,
32688,ICRI Sushant University Gurgaon,
13460,Sudharshana Polytechnic College Thuraiyur,
32629,Punjab College of Law Tarn Taran,
32689,NMV University Chennai,
32374,Sandip University Campus powered by Sunstone Nashik,
32690,International Academy of Designs and Arts Noida,
28674,KGISL Institute of Technology Coimbatore,
13467,Kongunadu Polytechnic College Tiruchirappalli,
26151,Indira Institute of Management and Research Thiruvallur,
32693,S.V.E.T. College Jamnagar,
29869,Mookambika College of Pharmaceutical Sciences and Research Muvattupuzha,
29147,Ramakrishna Mission Vivekananda Centenary College Rahara Kolkata,
32695,Magadh Professional Institute Patna,
32697,DAV institute of Engineering and Technology Palamu,
32698,Laxmi College of Optometry Panvel,
30635,"Gokul Science & Commerce College, Gokul Global University Sidhpur",
32699,NIFT Daman,
26015,Nagesh Karajagi Orchid College of Engineering and Technology Solapur,
33562,RITEE College of Nursing Raipur,
33067,NEO Aviation Academy Nagpur,
32700,Sreenidhi University Hyderabad,
30644,"MET's Institute of Technology, Polytechnic Nashik",
30649,Laxmi Vidyapeeth Valsad,
13215,AMS college of Polytechnic Kolkata,
29540,Anuradha Engineering College Chikhli,
32701,Sikkim Skill University South Sikkim,
31402,Arulmigu Senthilandavar Polytechnic College Tirunelveli,
13495,Surya Polytechnic College Villupuram,
31394,A.P.C. Ray Polytechnic Kolkata,
13494,Sri Thiagarajar Polytechnic College Salem,
32228,Sree Vee College Dindigul,
32702,Sri Jagadguru Murugharajendra University Chitradurga,
28847,UEI Global Rohini New Delhi,
32703,Darjeeling Hills University,
32710,Prabhath Group Of Educational Institutions Nandyal,
29594,Sheodeni Ram Ayodhya Prasad College Chakia,
32704,Royal Institute of Hotel Management Gorakhpur,
32708,IDT Nashik Institute of Design and Technology,
32716,Government Meera Girls College Udaipur,
29165,Vivekananda Satavarshiki Mahavidyalaya Jhargram,
29583,Ganga Devi Mahila Mahavidyalaya Kankarbagh,
32713,Ahangran Girls College Jaipur,
13499,Sri. S. Ramasamy Naidu Memorial Polytechnic College Sattur,
32718,Madhusudan Law University Cuttack,
22307,National institute of Biomedical Genomics Kalyani,
32721,Institute for Development and Research in Banking Technology Hyderabad,
13500,USP Polytechnic College Tenkasi,
30790,Vidhyadeep Institute of Business Administration Surat,
32722,Lalitaben Ramniklal Shah Homoeopathy College Rajkot,
32725,Brahma Institute Of Hotel Management Hooghly,
17305,Sri Vyasa NSS College Wadakkanchery Thrissur,
32762,Matoshri College of Nursing Nashik,
30948,RGNAU,
32726,Sardar Patel Institute of Ayurvedic Medical Sciences & Research Centre Lucknow,
13431,Er. Perumal Manimekalai Polytechnic College Hosur,
32727,LTSU,
28951,Jogamaya Devi college Kolkata,
29200,St. Joseph’s Degree College Kurnool,
30962,JNCU,
22318,PD Patel Institute of Applied Sciences Anand,
33611,Shivam School of Pharmacy Deoghar,
30492,Times and Trends Academy Pune,
32728,Goa College of Music Panji,
29850,IMS & Sum Hospital,
30960,PTSNS University,
32729,Indira School of Business Studies Pune,
32730,SASMIRA's Business School Mumbai,
28945,CU Himachal Pradesh,
32731,Gyanmanjari Group of Colleges Bhavnagar,
13674,"School of Education, Apeejay Stya University Gurgaon",
28973,Ferozepur College of Engineering and Technology Moga,
32732,Darshan College Bangalore,
31603,Central Polytechnic College Chennai,
31617,Sarojini College of Pharmacy Kolhapur,
32734,Murshidabad University Berhampore,
34225,Aaprup Law College Varanasi,
30663,Dewan V.S. Group of Institutions Meerut,
34228,Gangotri Institute Of Paramedical Science & Skill Development Rae Bareli,
32735,Mahayogi Gorakhnath University Gorakhpur,
30970,BKNMU,
32146,J.B. Institute of Pharmacy Guwahati,
32736,Hindi University Howrah,
32742,Kaushalya The Skill University Ahmedabad,
32744,Rama Devi Nursing Institute Bardhaman,
32737,Durgadevi Saraf Global Business School Mumbai,
28996,Pramod Ram Ujagar Tiwari Saket Institute of Management Kalyan,
32739,FS University Shikohabad,
29475,Medicaps University,
32740,Maa Shakumbhari University Saharanpur,
32743,Maharaja Agrasen Business School New Delhi,
30978,Sacred Heart Institute of Management and Technology Sitapur,
32317,"Hindu College of Design, Architecture & Planning Sonepat",
32746,ABVMU,
29028,Pratibha College of Commerce & Computer Studies Pune,
32749,Nanded Rural Dental College & Research Center,
32747,KSKVKU,
32506,Agrasen College Jaipur,
29858,VR Institute of Journalism and Mass Communication Ahmedabad,
30013,St.Joseph University Dimapur,
32752,Yamuna Institute of Nursing Yamuna Nagar,
32753,Mother Teresa College of Nursing Aurangabad,
31092,B.S.M. College Of Polytechnic Roorkee,
32754,Dr. B R Ambedkar Institute of Nursing Bangalore,
22209,Bharat Institute of Management Studies Mansa,
32808,MNR Medical College and Hospital Sangareddy,
32756,Datta Meghe College of Nursing Nagpur,
26363,MV Muthiah Government Arts College for Women Dindigul,
26108,AIMS Syndicate Bardhaman,
29077,Surya School of Pharmacy Patiala,
32757,University of Engineering & Technology Haridwar,
32155,Rambha Group of Institutions Jamshedpur,
32761,Ashoka Institute of Nursing Patiala,
22338,Sheth MN Science College Patan,
32764,Geetanjali College of Nursing Vijayawada,
20460,DAV College of Engineering and Technology Mahendragarh,
22391,VSR and NVR College Tenali,
29154,GC Karnal,
22393,VSI Pune,
26364,"Mahatma Gandhi Vidyamandir's Arts, Science and Commerce College Harsul Nashik",
29293,Raghu College of Pharmacy Visakhapatnam,
32766,B.L.D.E. A's Shri B. M. Patil Institute of Nursing Sciences Virajpet,
20841,Jaya Prakash Narayan College of Engineering Mahabubnagar,
20859,Jyothishmathi Institute of Technology and Science Karimnagar,
31570,K.K. Polytechnic Nalanda,
31022,Gaighata Government Polytechnic,
32768,Sri Venkateshwara College of Nursing Bangalore,
32769,Paavai College of Nursing and Research Namakkal,
32363,Pillai HOC College of Education and Research Raigad,
32772,East West College of Nursing Bangalore,
32782,S.S. Jain Subodh Girls P.G. College Jaipur,
22353,Sri Chakra Maritime College Pondicherry,
22384,Trident College of Education Meerut,
33146,S.S. Jain Subodh College of Global Excellence Jaipur,
32174,Seed,
29173,Shri Rawatpura Sarkar Institute of Pharmacy Durg,
32362,Aptech Aviation Academy Nagpur,
32774,Lala Lajpat Rai College of Nursing Moga,
22361,Sunbeam College for Women Varanasi,
32775,Don Bosco College Of Hospitality Studies Mumbai,
29191,CT Institute of Architecture & Planning Jalandhar,
29185,SD PG College Muzaffarnagar,
32777,St. Joseph’ S College of Nursing Guntur,
32778,College of Nursing Kurji Holy Family Hospital Patna,
32780,Patliputra College of Nursing Patna,
29661,SAL College of Engineering Ahmedabad,
32781,Jaihind Comprehensive Educational Institute Pune,
30525,Ornate Institute of LAW Saharanpur,
33171,"Swaraj College of Arts, Commerce and Science Pune",
27385,JRS College of Education Perambalur,
32135,International School of Trends Nagpur,
32429,"Institute of Commerce, Nirma University Ahmedabad",
22877,International College for New Age Studies Calicut,
21535,"Scient Institute of Technology, Ibrahimpatnam Hyderabad",
32438,JD Institute of Fashion Technology Pitampura & Rajouri Garden New Delhi,
20801,Indira Institute of Engineering and Technology Thiruvallur,
32786,Dr. B R Ambedkar College of Nursing Gandhinagar,
34301,JMAU KOTA,
32476,Jayamatha Institute of Aviation Kanyakumari,
32787,Shri Balaji Institute of Nursing,
32791,AIIMS Jammu,
31703,Manipur University of Culture Imphal,
29943,St. Joseph’s College of Law Bangalore,
32792,Lexicon MILE Department of Media & Animation Pune,
32793,Prabhat Jyotirmoyee Educational Research Institute Birbhum,
30548,KLAY Bangalore,
32511,Galaxy International Institute of Logistics Chennai,
13486,St. Michael Polytechnic College Madurai,
32624,SMCH College of Allied Health Science Coimbatore,
32516,Indore Mahavidyalaya,
29283,Surajmal College of Engineering & Management Kichha,
32794,SDM PG Centre of Management Studies and Research Mangalore,
30651,Government Polytechnic Solapur,
32795,Aviakul Aviation Academy New Delhi,
17126,Shri Sangameshwar Arts & Commerce College Bijapur,
20906,KNIT Sultanpur,
29291,P. Rami Reddy Memorial College of Pharmacy Kadapa,
29343,Agra Public Group of Education,
22404,ABS Academy of Science Technology and Management Bardhaman,
14608,B.K.N. Government Polytechnic Narnaul,
28096,Greater Noida College,
32796,KLE Society’s Institute of Nursing Sciences Hubli,
32807,Aadarsh Nursing College Dhar,
32797,Sri Venkateshwara College of Pharmacy Chittoor,
22412,AS Group of Institutions Khanna,
32803,K.R. Pandav Mahavidyalaya Nagpur,
32805,Gandhinagar University,
32556,Heritage Institute of Hotel and Tourism Mathura,
28929,The Design Village Noida,
13501,Shree Venkateshwara HiTech Polytechnic College Erode,
20831,Institute of Radio Physics and Electronics Kolkata,
32865,Maharaja Agrasen Nursing College Jhajjar,
32810,Alliance Institute of Commerce & Management Bhilai,
32811,Disha Group of Institutions Bijnor,
32812,Jinvani Management College Bhojpur,
30703,Mewar Group of Institutions Ghaziabad,
17099,"Shankarlal Khandelwal Arts,Science & Commerce College Akola",
32814,Sri Sai R Group of Institutions Aligarh,
17363,ST Xavier's Kolkata,
18032,National Research Centre For Citrus Nagpur,
32815,Oxford College of Education Gurgaon,
32816,Shri Shivaji Maratha Society's College Of Architecture Pune,
30707,MVP Samaj's College of Pharmacy Nashik,
13636,Symbiosis School of Culinary Arts & Nutritional Sciences,
32817,Lord Buddha Koshi Medical College & Hospital Saharsa,
32818,British Columbia College of Management Greater Noida,
31779,Institute of Pharmacy and Research Amravati,
32821,Mandan Bharti Agricultural College Saharsa,
32833,Ishan Educational Institutions Greater Noida,
32823,Talent Institute of Architecture Malappuram,
30727,Bhagwan Mahavir School of Nursing Surat,
30398,MIT School of Engineering Pune,
32955,IMU Mumbai,
32971,Symbiosis School of Biological Sciences Pune,
32604,International Design Academy Jabalpur,
29394,Rom College Gwalior,
32834,"Kongu School of Architecture , Perundurai",
21016,MK School of Engineering and Technology Amritsar,
32836,Wisdom School of Management Ghaziabad,
32837,Srushti Degree College Bangalore,
32839,Somaiya Sports Academy Mumbai,
32840,Usha College,
20735,Heera College of Engineering and Technology Nedumangad,
19589,KMCT Kozhikode,
29984,"NRI Vidyadayini Institute of Science, Management, and Technology Bhopal",
32844,Wisdom College for Creativity & Design Ghaziabad,
19512,GMC Udaipur,
20955,Krupajal Engineering College Bhubaneswar,
32845,Dr. P. A. INAMDAR University Pune,
